average_auc,createdOn,name,objectId,rmse,spearman,submitterId,team,userId
0.7201031225818242,1553811958402,round_2_baseline.csv,9685944,1.122717613473905,0.40059216278647436,3379336,,3377549
0.6492404151169013,1554205755202,round2_0402.csv,9685952,1.147433795254967,0.22967088172956468,3387887,,3387887
0.6708632496301264,1554261404359,prediction2(1).csv,9685954,1.2175710396846826,0.29462770843588454,3388038,,3388038
0.5292571081982914,1554279628444,2019_04_03,9685956,1.222494701731645,0.0907706109819316,3388037,,3388037
0.6468929561264186,1554286224366,sub1 for AUC sub challenge,9685960,5.181189099457355,0.2890182420930729,3334430,,3334430
0.5523101746811778,1554286402012,sub2 for rmse,9685961,1.5816485403471219,0.17859188798016554,3334430,,3334430
0.6845604046242099,1554366294170,20190404,9685962,1.0584878020367943,0.361776214394909,3388037,,3388037
0.6896598543288261,1554477147392,r2_p_m_0405.csv,9685965,1.252880589059639,0.3292074431634473,3388136,,3388136
0.4763867844770856,1554809926001,to_s.csv,9686038,1.242765685095076,-0.050900593087487685,3387887,,3387887
0.6875772898509637,1554851963321,new_pred_round2.csv,9686047,1.140023394692847,0.2908433103405505,3380543,,3380543
0.42444771147258925,1554867068520,hh_2_0409.csv,9686049,1.3567652130841779,-0.11381454799200477,3388045,,3388045
0.502500990840092,1554929823868,round_2_template.csv,9686059,1.6742156311252552,0.034901011623971,3388317,,3379408
0.4826002408899773,1554986716425,20190411.csv,9686080,1.363731184123279,-0.018904092511119568,3388135,,3388135
0.507000009114452,1554989305106,20190411_2.csv,9686081,1.2998136807094816,-0.05253550266972404,3388135,,3388135
0.5684048421491872,1554997615579,submission1_2r.csv,9686085,1.2320440216447928,0.12855657676502585,3383197,,3383197
0.5971337787401779,1555013555083,PKI Lab_1.csv,9686092,1.4068407268539813,0.16586241954202435,3380927,,3330902
0.5901297860765833,1555013716679,PKI Lab_2.csv,9686093,1.443591288583974,0.15123727993263425,3380927,,3330902
0.7019792219053111,1555065196442,final.csv,9686117,1.319133703564001,0.34519231521330823,3388136,,3388136
0.7589158175545103,1555071137411,result_2_hh_20190412.csv,9686120,1.0175357956510949,0.4749195618808992,3388045,,3388045
0.6545054353415705,1555129206909,round_2_0412_baseline.csv,9686144,1.0682302273135391,0.2738807759372995,3388038,,3388038
0.505639601004125,1555243752798,round2_d.csv,9686177,1.2196261762092953,0.03303862253269862,3380306,,3380306
0.6969131392487222,1555244550354,R2.csv.csv,9686178,1.2136086546174825,0.36877337894447554,3380306,,3380306
0.6409070360930533,1555293556362,Pred_2.csv,9686189,1.1610373123060358,0.24733490760233284,3377646,,3336728
0.7440523324455209,1555295716573,result_2_self_20190415.csv,9686191,1.0466108640980003,0.4496336053938999,3386576,,3386576
0.675485603878071,1555319219895,n_g_03_07,9686203,1.1494123035766037,0.3011890826629843,2223251,,2223251
0.5402690359405216,1555336563579,round_2_template_preds_tangip_new.csv,9686206,8.465658975432946,0.1473887993283896,3379046,,3378796
0.559110210098787,1555338685256,20180415.csv,9686207,1.219141114474235,0.11241225191153476,3388372,,3388372
0.6964089456322575,1555340239637,2019_04_15_complete_0.8524prediction.csv,9686208,1.189676707914357,0.353275819772257,3380028,,3380021
0.5457282454793554,1555353412155,predictions.csv,9686218,1.5301017552689893,0.11589209191472599,3380669,,3378631
0.6471303566702751,1555378491462,round_2_0415_baseline.csv,9686226,1.200780195718391,0.2873205245370192,3388039,,3388039
0.6994012597781922,1555389172610,average_model_fp.csv,9686228,1.3716121551588867,0.3296340902058853,3379198,,3345606
0.5729751940747884,1555410075822,20190416.csv,9686229,1.177800481111257,0.18456153548401524,3388372,,3388372
0.5410439647532954,1555415901615,round_2_template_preds_tanimoto.csv,9686230,66.35798258151222,0.14308110510943112,3379046,,3378796
0.7532326778573611,1555419561330,first_attempt,9686232,0.9697356159098623,0.5070859070337999,3385484,,3385484
0.6516194858184331,1555423818313,predictions_DTC.csv,9686233,1.1559874461363928,0.2863829758451192,3380669,,3378631
0.59526028265818,1555428886575,Round2_Submission_2.csv,9686235,1.4392012164182724,0.16830746166049124,3331369,,3331369
0.6384683711026854,1555430694221,predictions_200100100512.csv,9686237,1.1410291289693864,0.25116878385585867,3379179,,3379179
0.7146028549374851,1555442719210,round2_v1,9686240,0.9941665195329598,0.35808057983141467,3379052,,3379052
0.4557211867515523,1555461150666,round_2_template_xiaohua.csv,9686246,4.332979749867214,-0.09749132483672196,3388456,,3388456
0.46189163732926397,1555462068104,round_2_template_xiaohua2.csv,9686247,13.242050046131133,-0.07822172408691386,3388456,,3388456
0.45629454173043876,1555464270555,round_2_template_xiaohua3.csv,9686248,5.4508438139630355,-0.09550828476365798,3388499,,3388499
0.7701316487888773,1555466841281,round2_0417(1).csv,9686249,0.9654720051522866,0.4898096145257188,3388039,,3388039
0.5065818483806482,1555467003884,epoch852,9686250,1.3348815771598643,0.05896772305488238,3380714,,3380714
0.612041663124418,1555469451223,0417.csv,9686251,1.3316486258745872,0.20298559113367978,3388371,,3388371
0.48630873020902793,1555473561058,round_2_template_xiaohua5.csv,9686255,1.825363658312043,-0.025603746326457278,3388499,,3388499
0.5041091267101646,1555488322295,round_2_template -87.csv,9686256,1.6188662289256688,0.026686970355434412,3340411,,3340411
0.6845343928890155,1555490798339,submission2_2r.csv,9686257,1.1963518660905643,0.2955303344056983,3383197,,3383197
0.5172487094150349,1555491752976,round_2_template -rnn.csv,9686258,1.646963409273599,1.7248547860178142E-4,3340411,,3340411
0.7419993958945071,1555492261526,round2_trial_1.csv,9686259,1.0242247164758451,0.41934951932289477,3384808,,3384808
0.7006938956920296,1555493210647,SC_Shot1,9686260,1.0466720806002792,0.3659066479528791,3323475,,3323475
0.5218252231970915,1555494047053,round_2_template_pkd.csv,9686261,1.3680974140998525,0.06507185312793094,3388520,,3388520
0.6811361547353364,1555497535212,sub1,9686263,1.118001053399614,0.36985458472778476,3324878,,3321703
0.5368116002576458,1555499252247,round2.pred_417.csv,9686265,1.167043123348087,0.08682486970834788,3361565,,3378959
0.618309015114537,1555505536646,2019_04_17_cnn_human_20190416_rmse0.8431.csv,9686266,1.1538017555977695,0.21264804653442237,3380028,,3380021
0.4889097073125779,1555509841274,round_2_template_v2.csv,9686267,1.645238959016964,-0.04141702357050312,3388317,,3379408
0.5086662449812652,1555511633235,round_2_template_pkd2.csv,9686268,1.3680426318240841,0.04609657363566844,3388520,,3388520
0.5855699550352492,1555515473140,round_2_template.csv,9686270,1.1770754296631893,0.1735930479185555,3380320,,3329042
0.7629676258847231,1555518745849,2019_04_17.csv,9686271,0.9857106939484543,0.44540706940764624,3368024,,3368024
0.6212870542293917,1555524437390,setting10_sub_correct.csv,9686273,1.5632152967151327,0.18949894465053954,3388085,,3388085
0.6441867455607267,1555524711195,setting10.csv,9686274,1.5490245015617419,0.23547224510345058,3388085,,3388085
0.5040506691985962,1555526855398,agios o theos,9686275,1.4399799975884564,0.07243351746861464,3380843,,3379682
0.7662318144582985,1555528500898,sub2,9686276,1.2483972612141903,0.47677959493232264,3324878,,3321703
0.5873320717290461,1555546590778,round_2_submission_AverageCNN.csv,9686279,1.2243407443609073,0.1809988849401469,3379110,,3332424
0.6841117878458008,1555546762778,round_2_submission_DeepAffinity.csv,9686280,1.1156381205765038,0.3632197628678135,3379110,,3332424
0.5944170579905287,1555554206118,round_2_n121_418.csv,9686281,1.286838505933034,0.22432573894947866,3361565,,3378959
0.7733819460346603,1555564276598,round_2_template_v1.csv,9686282,0.938988254236409,0.5153971706374326,3332429,,3321508
0.6176641602189101,1555565878779,round_2_template -207p.csv,9686283,1.3065072046620005,0.2051994774932428,3380714,,3380714
0.7640807607776805,1555568559598,round2_trial_2.csv,9686284,0.9793229885532948,0.47498020686357983,3384808,,3384808
0.7764976401755255,1555572539903,Pred_2.csv,9686285,0.9623505874277543,0.5322713551870358,3377646,,3336728
0.7669841838338529,1555574566618,round_2_0418_baseline.csv,9686286,0.9847291322896304,0.47489231174232216,3386576,,3386576
0.753272110243888,1555580012607,last_attempt,9686287,0.9703315697305601,0.5152979736545167,3385484,,3385484
0.7755232346180674,1555582232543,18_04_2019.csv,9686288,0.9627337935162623,0.5000019567125519,3385627,,3385627
0.6888997773493128,1555584493275,R2_Submission2_Fatma.csv,9686289,1.179504146992084,0.3653911653557014,3323475,,3323475
0.6742092205931339,1555592647260,nn0.5_gb0.5,9686290,1.1128379756391558,0.3074345975199326,2223251,,2223251
0.7744351887469368,1555592663848,dc,9686291,0.9591385248014925,0.501427060044123,3388576,,3388576
0.66975592117582,1555592803677,dom_add_59,9686292,1.2924906675182022,0.2804394833722138,3378762,,3323762
0.7772145167259221,1555594908567,dc2,9686293,0.9620422281076486,0.5053117599147371,3388576,,3388576
0.6378736914313324,1555597835746,hung_200.csv,9686294,1.391685753521539,0.29275670907136847,3381089,,3381089
0.49619172625464064,1555603535448,round_2_template.csv,9686298,1.1227102359387393,-0.01902391265974902,3343575,,1967407
0.45373789771485235,1555606994580,test1.csv,9686303,4.053475978673537,-0.060135689879715945,3371983,,3371983
0.6604288647294629,1555609201821,bsite_scaled_cpandrop02_67,9686304,1.3249320561950149,0.2696695566980806,3378762,,3323762
0.7935406165335437,1555611474903,round2_final.csv,9686305,0.8971252893620388,0.5267339232021931,3368024,,3368024
0.7118175193334377,1555614178453,hung_200b.csv,9686307,1.1316011997987563,0.39237150644774127,3381089,,3381089
0.46018734406571776,1555616111621,RF round 2 version 2,9686310,1534.1235371093805,-0.08325954433725437,3385590,,1967374
0.4829352442136673,1555616151403,round_2_template.csv,9686311,1.1699681139006795,-0.022585627941464063,3343575,,1967407
0.7740099573336654,1555616242848,r2_mj.csv,9686312,1.0022384264867812,0.4837863462808923,3384382,,3330875
0.5,1555616571504,SVM radial round 2,9686314,2106.313728245112,NaN,3385590,,1967374
0.5882846076187788,1555617363963,xuefeng_1,9686315,1.568392166040175,0.1707395938175139,3387604,,3387604
0.6874531806142976,1555618780525,submit_final1.csv,9686316,1.1459493279309798,0.3286442897527234,3361766,,3361766
0.6583365031526988,1555618952514,round_2_2.csv,9686317,1.1250186453764335,0.258927412141329,3380320,,3329042
0.5982770224871273,1555619674129,xuefeng_2,9686319,1.5075528739200745,0.20009352207861206,3387604,,3387604
0.7175379463824622,1555620377379,round_2_template_predictions_v2.csv,9686320,1.0613752082058159,0.39965612604890494,3332429,,3321508
0.5686783159486162,1555620594115,agios athanatos,9686322,1.33981006217518,0.13075989510803976,3380843,,3379682
0.6319049783043343,1555620659874,round2_v2,9686323,1.1503805475382658,0.20213413295013016,3379052,,3379052
0.7110228896777099,1555621178624,submit_final2.csv,9686325,1.1459838889022798,0.3944444643990923,3361766,,3361766
0.7201210630425166,1555621417319,pinn2222,9686326,1.0664098780179887,0.4123485450045332,3371544,,3350684
0.5946727242609492,1555621617426,round2_filtered_test-proteins_k-sep_no-thr.csv,9686327,1.1270878617588167,0.19349366648490132,3371544,,3379820
0.5317056215733588,1555623118894,ID661,9686328,1.2715354596740223,0.10372589057369669,3337435,,3350406
0.5746154555317002,1555623849770,hey2.csv,9686329,1.2546449351344235,0.2088096478539049,3337435,,3350406
0.7711062606759319,1555623937688,r2_final2.csv,9686330,0.9491595417440877,0.4852456110197465,3384382,,3330875

